"Sequence","Title","Scope","State","Test","TestTitle","Dependency","LastUpdated"
51991,,,"Developing",705405,"C705405 8. Form Editor: Enable datetime and list control in BS application (Part III) (TC08)",705404,"2019-01-18T17:33:22.000Z"
51992,,,"Developed",705063,"C705063 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 1) (TC01-01)",,"2018-08-11T11:43:14.000Z"
51992,,,"Developed",705064,"C705064 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 1) (TC01-02)",705063,"2018-08-11T11:43:15.000Z"
51992,,,"Developed",705065,"C705065 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 2) (TC02-01)",705064,"2018-08-12T17:40:57.000Z"
51992,,,"Developed",705066,"C705066 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 2) (TC02-02)",705065,"2018-08-11T11:43:17.000Z"
51992,,,"Developed",705067,"C705067 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 3) (TC03-01)",705066,"2018-08-11T11:43:18.000Z"
51992,,,"Developed",705068,"C705068 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 3) (TC03-02)",705067,"2018-08-11T11:43:19.000Z"
51992,,,"Developed",705069,"C705069 Inplace process replace: Refresh process from portal after modifying dataslot properties (Part 4) (TC04)",705068,"2018-08-11T11:43:20.000Z"
51992,,,"Developed",705070,"C705070 Inplace Process Refresh: Refresh process from portal after modifying initial value of dataslot (Part 1) (TC05-01)",705069,"2018-08-11T11:43:21.000Z"
51992,,,"Developed",705071,"C705071 Inplace Process Refresh: Refresh process from portal after modifying initial value of dataslot (Part 1) (TC05-02)",705070,"2018-08-11T11:43:22.000Z"
51992,,,"Developed",705072,"C705072 Inplace Process Refresh: Refresh process from portal after modifying initial value of dataslot (Part 2) (TC06)",705071,"2018-08-11T11:43:23.000Z"
51992,,,"Developed",705073,"C705073 Inplace Process Refresh: Refresh process from portal after modifying option in 'collaboration' tab (TC07-01)",705072,"2018-08-11T11:43:24.000Z"
51992,,,"Developed",705074,"C705074 Inplace Process Refresh: Refresh process from portal after modifying option in 'collaboration' tab (TC07-02)",705073,"2018-08-11T11:43:25.000Z"
51992,,,"Developed",705075,"C705075 Inplace Process Refresh: Refresh process from portal after modifying option in 'collaboration' tab (TC07-03)",705074,"2018-08-11T11:43:26.000Z"
51993,,,"Deprecated",705273,"C705273 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705274,"C705274 Filter worksteps by type in BizLogic application (TC01-02)",705273,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705275,"C705275 Filter worksteps by type in BizLogic application (TC01-03)",705274,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705276,"C705276 Filter worksteps by type in BizLogic application (TC01-04)",705275,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705277,"C705277 Filter worksteps by type in BizLogic application (TC01-05)",705276,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705278,"C705278 Filter worksteps by type in BizSolo application (TC02-01)",705277,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705279,"C705279 Filter worksteps by type in BizSolo application (TC02-02)",705278,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705280,"C705280 Filter worksteps by type in BizSolo application (TC02-03)",705279,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705281,"C705281 Filter worksteps by type in BizSolo application (TC02-04)",705280,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705282,"C705282 Filter worksteps with 'activate-on', 'activate-filter' defined in BizLogic application (TC03-01)",705281,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705283,"C705283 Filter worksteps with 'activate-on', 'activate-filter' defined in BizLogic application (TC03-02)",705282,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705284,"C705284 Filter worksteps having colaborative tasks in BizLogic application (TC04-01)",705283,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705285,"C705285 Filter worksteps having colaborative tasks in BizLogic application (TC04-02)",705284,"2016-09-30T04:44:29.000Z"
51993,,,"Deprecated",705286,"C705286 Filter worksteps having colaborative tasks in BizLogic application (TC04-03)",705285,"2016-09-30T04:44:29.000Z"
51994,,,"Deprecated",705300,"C705300 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705301,"C705301 Filter worksteps by type in BizLogic application (TC01-02)",705300,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705302,"C705302 Filter worksteps by type in BizLogic application (TC01-03)",705301,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705303,"C705303 Filter worksteps by type in BizLogic application (TC01-04)",705302,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705304,"C705304 Filter worksteps by type in BizLogic application (TC01-05)",705303,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705305,"C705305 Filter worksteps that can be completed through email in BizLogic application (TC02-01)",705304,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705306,"C705306 Filter worksteps that can be completed through email in BizLogic application (TC02-02)",705305,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705307,"C705307 Filter worksteps that can be completed through email in BizLogic application (TC02-03)",705306,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705308,"C705308 Filter worksteps with excluded performer in BizLogic application (TC03-01)",705307,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705309,"C705309 Filter worksteps with excluded performer in BizLogic application (TC03-02)",705308,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705310,"C705310 Filter worksteps that includes alerts in BizLogic application (TC04-01)",705309,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705311,"C705311 Filter worksteps that includes alerts in BizLogic application (TC04-02)",705310,"2016-09-30T04:22:34.000Z"
51994,,,"Deprecated",705312,"C705312 Filter worksteps that includes alerts in BizLogic application (TC04-03)",705311,"2016-09-30T04:22:34.000Z"
51995,,,"Deprecated",705377,"C705377 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705378,"C705378 Filter worksteps by type in BizLogic application (TC01-02)",705377,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705379,"C705379 Filter worksteps by type in BizLogic application (TC01-03)",705378,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705380,"C705380 Filter worksteps by type in BizLogic application (TC01-04)",705379,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705381,"C705381 Filter worksteps by type in BizLogic application (TC01-05)",705380,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705382,"C705382 Filter worksteps having loop conditions defined in BizLogic application (TC02-01)",705381,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705383,"C705383 Filter worksteps having loop conditions defined in BizLogic application (TC02-02)",705382,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705384,"C705384 Filter worksteps having loop conditions defined in BizLogic application (TC02-03)",705383,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705385,"C705385 Filter worksteps having 'On Error' actions defined in BizLogic application (TC03-01)",705384,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705386,"C705386 Filter worksteps having 'On Error' actions defined in BizLogic application (TC03-02)",705385,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705387,"C705387 Filter worksteps with overdue actions defined in BizLogic application (TC04-01)",705386,"2016-09-30T04:45:12.000Z"
51995,,,"Deprecated",705388,"C705388 Filter worksteps with overdue actions defined in BizLogic application (TC04-02)",705387,"2016-09-30T04:45:12.000Z"
51996,,,"Deprecated",709323,"C709323 Filter worksteps by type in BizSolo application (TC01-01)",,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709324,"C709324 Filter worksteps by type in BizSolo application (TC01-02)",709323,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709325,"C709325 Filter worksteps by type in BizSolo application (TC01-03)",709324,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709326,"C709326 Filter worksteps by type in BizSolo application (TC01-04)",709325,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709327,"C709327 Filter worksteps by type in BizSolo application (TC01-05)",709326,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709328,"C709328 Filter worksteps having post-script in BizSolo application (TC02-01)",709327,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709329,"C709329 Filter worksteps having post-script in BizSolo application (TC02-02)",709328,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709330,"C709330 Filter worksteps having post-script in BizSolo application (TC02-03)",709329,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709331,"C709331 Filter worksteps having pre-script in BizSolo application (TC03-01)",709330,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709332,"C709332 Filter worksteps having pre-script in BizSolo application (TC03-02)",709331,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709333,"C709333 Add new workstep in BizSolo application (TC04)",709332,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709334,"C709334 Modify workstep's type of 'activity' workstep in BizSolo application (TC05)",709333,"2016-09-30T04:46:00.000Z"
51996,,,"Deprecated",709335,"C709335 Modify workstep's type of 'managed', 'message' and 'OR Join' worksteps in BizSolo application (TC06)",709334,"2016-09-30T04:46:00.000Z"
51997,,,"Deprecated",710993,"C710993 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710994,"C710994 Filter worksteps by type in BizLogic application (TC01-02)",710993,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710995,"C710995 Filter worksteps by type in BizLogic application (TC01-03)",710994,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710996,"C710996 Filter worksteps by type in BizLogic application (TC01-04)",710995,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710997,"C710997 Filter worksteps by type in BizLogic application (TC01-05)",710996,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710998,"C710998 Filter worksteps having loop conditions defined in BizLogic application (TC02)",710997,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",710999,"C710999 Filter worksteps having precondition defined in BizLogic application (TC03-01)",710998,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711000,"C711000 Filter worksteps having precondition defined in BizLogic application (TC03-02)",710999,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711001,"C711001 Filter worksteps having rollback point in BizLogic application (TC04)",711000,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711002,"C711002 Filter worksteps having skip condition defined in BizLogic application (TC05-01)",711001,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711003,"C711003 Filter worksteps having skip condition defined in BizLogic application (TC05-02)",711002,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711004,"C711004 Filter worksteps that can be skiped BizLogic application (TC06-01)",711003,"2016-09-30T04:51:12.000Z"
51997,,,"Deprecated",711005,"C711005 Filter worksteps that can be skiped BizLogic application (TC06-02)",711004,"2016-09-30T04:51:12.000Z"
51998,,,"Deprecated",710982,"C710982 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710983,"C710983 Filter worksteps by type in BizLogic application (TC01-02)",710982,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710984,"C710984 Filter worksteps by type in BizLogic application (TC01-03)",710983,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710985,"C710985 Filter worksteps by type in BizLogic application (TC01-04)",710984,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710986,"C710986 Filter worksteps by type in BizLogic application (TC01-05)",710985,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710987,"C710987 Remove workstep in BizLogic application & Move up and down workstep in BizLogic application (TC02)",710986,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710988,"C710988 Group and ungroup Tasks in BizLogic application (TC03)",710987,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710989,"C710989 Modify workstep's type of 'adapter' workstep in BizLogic application (TC04-01)",710988,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710990,"C710990 Modify workstep's type of 'adapter' workstep in BizLogic application (TC04-02)",710989,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710991,"C710991 Modify workstep's type of 'AND Gateway' workstep in BizLogic application (TC05-01)",710990,"2016-09-30T04:47:15.000Z"
51998,,,"Deprecated",710992,"C710992 Modify workstep's type of 'AND Gateway' workstep in BizLogic application (TC05-02)",710991,"2016-09-30T04:47:15.000Z"
51999,,,"Deprecated",711542,"C711542 Filter worksteps by type in BizLogic application (TC01-01)",,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711543,"C711543 Filter worksteps by type in BizLogic application (TC01-02)",711542,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711544,"C711544 Filter worksteps by type in BizLogic application (TC01-03)",711543,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711545,"C711545 Filter worksteps by type in BizLogic application (TC01-04)",711544,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711546,"C711546 Filter worksteps by type in BizLogic application (TC01-05)",711545,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711547,"C711547 Modify workstep's type of 'Decision' workstep in BizLogic application (TC02-01)",711546,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711548,"C711548 Modify workstep's type of 'Decision' workstep in BizLogic application (TC02-02)",711547,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711549,"C711549 Modify workstep's type of 'External Activity' workstep in BizLogic application (TC03-01)",711548,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711550,"C711550 Modify workstep's type of 'External Activity' workstep in BizLogic application (TC03-02)",711549,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711551,"C711551 Modify workstep's type of 'External Activity' workstep in BizLogic application (TC03-03)",711550,"2016-09-30T04:51:56.000Z"
51999,,,"Deprecated",711552,"C711552 Modify workstep's type of 'managed', 'message' and 'OR Join' worksteps in BizLogic application",711551,"2016-09-30T04:51:56.000Z"
52000,,,"Developed",705389,"C705389 Start Ejbserver and Portal server using windows shortcut (TC01)",,"2017-03-29T17:34:54.000Z"
52000,,,"Developed",705390,"C705390 Install betest123 bizlogic application from Administration - Portal (TC02)",705389,"2017-03-31T10:21:53.000Z"
52000,,,"Developed",705391,"C705391 Create test data for testing Business Expert Part - 1 (TC03)",705390,"2017-03-29T17:34:57.000Z"
52000,,,"Developed",705392,"C705392 Create test data for testing Business Expert Part - 2 (TC04)",705391,"2017-03-29T17:34:58.000Z"
52000,,,"Developed",705393,"C705393 Create copy of default analysis in Business Expert (TC05)",705392,"2017-03-29T17:34:59.000Z"
52000,,,"Developed",709071,"C709071 Publish Analysis chart as a Dashboard Widget (TC06)",705393,"2018-01-06T21:12:32.000Z"
52000,,,"Developed",709072,"C709072 UnPublish Analysis chart Part - 1 (TC07)",709071,"2017-03-29T17:35:01.000Z"
52000,,,"Developed",709073,"C709073 UnPublish Analysis chart Part - 2 (TC08)",709072,"2018-01-06T21:14:42.000Z"
52000,,,"Developed",709074,"C709074 Create dashboard using Published chart widget (TC09)",709073,"2018-01-12T17:49:26.000Z"
52000,,,"Developed",709075,"C709075 View published chart in dashboard from Home tab (TC10)",709074,"2017-03-29T17:35:03.000Z"
52000,,,"Developed",709076,"C709076 Drill Position menu of Analysis (TC11)",709075,"2017-03-29T17:35:05.000Z"
52000,,,"Developed",709077,"C709077 Drill Replace menu of Analysis (TC12)",709076,"2017-03-29T17:35:05.000Z"
52000,,,"Developed",709078,"C709078 Closing all windows and browsers (TC13)",709077,"2017-03-29T17:35:06.000Z"
52003,,,"Deprecated",705138,"C705138 Preconditions (TC00-01)",,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705139,"C705139 Preconditions (TC00-02)",705138,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705140,"C705140 Preconditions (TC00-03)",705139,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705141,"C705141 Display history and external instance id of process in PDF format for BL application (TC10-01)",705140,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705142,"C705142 Display history and external instance id of process in PDF format for BL application (TC10-02)",705141,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705143,"C705143 Display history and external instance id of process in published model information format for BL application (TC11-01)",705142,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705144,"C705144 Display history and external instance id of process in published model information format for BL application (TC11-02)",705143,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705145,"C705145 Display history and external instance id of process in PDF format in Excel format for BL application (TC12-01)",705144,"2016-09-30T04:23:18.000Z"
52003,,,"Deprecated",705146,"C705146 Display history and external instance id of process in PDF format in Excel format for BL application (TC12-02)",705145,"2016-09-30T04:23:18.000Z"
52004,,,"Deprecated",705255,"C705255 Add Alert (TC01-01)",,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705256,"C705256 Add Alert (TC01-02)",705255,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705257,"C705257 Modify Alert (TC02-01)",705256,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705258,"C705258 Modify Alert (TC02-02)",705257,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705259,"C705259 Add Condition Using Basic Mode (TC03-01)",705258,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705260,"C705260 Add Condition Using Basic Mode (TC03-02)",705259,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705261,"C705261 Add Condition Using Basic Mode (TC03-03)",705260,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705262,"C705262 Modify Configuration from Basic Mode (TC04-01)",705261,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705263,"C705263 Modify Configuration from Basic Mode (TC04-02)",705262,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705264,"C705264 Modify Configuration from Basic Mode (TC04-03)",705263,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705265,"C705265 Add and Modify Condition Using Advanced Mode (TC05-01)",705264,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705266,"C705266 Add and Modify Condition Using Advanced Mode (TC05-02)",705265,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705267,"C705267 Add and Remove Recipient (TC06-01)",705266,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705268,"C705268 Add and Remove Recipient (TC06-02)",705267,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705269,"C705269 Add and Remove Recipient (TC06-03)",705268,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705270,"C705270 Add and Remove Recipient (TC06-04)",705269,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705271,"C705271 Remove Default and Custom Alert from Application (TC07-01)",705270,"2016-09-30T04:52:33.000Z"
52004,,,"Deprecated",705272,"C705272 Remove Default and Custom Alert from Application (TC07-02)",705271,"2016-09-30T04:52:33.000Z"
52005,,,"Deprecated",709268,"C709268 Precondition (TC00)",,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709269,"C709269 Add User Performer, Default Oerformer and No Performer to Swimlane (TC08-01)",709268,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709270,"C709270 Add User Performer, Default Oerformer and No Performer to Swimlane (TC08-02)",709269,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709271,"C709271 Add User Performer, Default Oerformer and No Performer to Swimlane (TC08-03)",709270,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709272,"C709272 Add Swimlane for Any Member of Group and All Member of Group (TC09-01)",709271,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709273,"C709273 Add Swimlane for Any Member of Group and All Member of Group (TC09-02)",709272,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709274,"C709274 Add Swimlane for Any Member of Group and All Member of Group (TC09-03)",709273,"2016-09-30T04:57:15.000Z"
52005,,,"Deprecated",709275,"C709275 Add Swimlane for Any Member of Group and All Member of Group (TC09-04)",709274,"2016-09-30T04:57:15.000Z"
52006,,,"Deprecated",709294,"C709294 Precondition (TC00-01)",,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709295,"C709295 Precondition (TC00-02)",709294,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709296,"C709296 Precondition (TC00-03)",709295,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709297,"C709297 Precondition (TC00-04)",709296,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709298,"C709298 Precondition (TC00-05)",709297,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709299,"C709299 Precondition (TC00-06)",709298,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709300,"C709300 Create Swimlane Using Taskpin, Gestures and Diagram Workspace (TC10-01)",709299,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709301,"C709301 Create Swimlane Using Taskpin, Gestures and Diagram Workspace (TC10-02)",709300,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709302,"C709302 Resize Swimlane (TC11); Resize Swimlane with Acquiring Workstep (TC12)",709301,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709303,"C709303 Delete Swimlane and Insert Before and After Swimlane (TC13-01)",709302,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709304,"C709304 Delete Swimlane and Insert Before and After Swimlane (TC13-02)",709303,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709305,"C709305 Add Artefacts to Swimlane (TC14-01)",709304,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709306,"C709306 Add Artefacts to Swimlane (TC14-02)",709305,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709307,"C709307 Modify Swimlane (TC15-01)",709306,"2016-09-30T05:59:03.000Z"
52006,,,"Deprecated",709308,"C709308 Modify Swimlane (TC15-02)",709307,"2016-09-30T05:59:03.000Z"
52008,,,"Deprecated",705406,"C705406 Precondition (TC00)",,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705407,"C705407 9. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control invisible in BL application (Part I) (TC01-01)",705406,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705408,"C705408 9. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control invisible in BL application (Part I) (TC01-02)",705407,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705409,"C705409 10. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control invisible in BL application (Part II) (TC02-01)",705408,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705410,"C705410 10. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control invisible in BL application (Part II) (TC02-02)",705409,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705411,"C705411 11. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control invisible in BL application (Part III) (TC03)",705410,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705412,"C705412 12. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part I) (TC04-01)",705411,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705413,"C705413 12. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part I) (TC04-02)",705412,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705414,"C705414 12. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part II) (TC05-01)",705413,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705415,"C705415 12. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part II) (TC05-02)",705414,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705416,"C705416 14. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part III) (TC06-01)",705415,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705417,"C705417 14. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part III) (TC06-02)",705416,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705418,"C705418 14. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part III) (TC06-03)",705417,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705419,"C705419 15. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part IV) (TC07-01) ",705418,"2016-09-30T04:03:15.000Z"
52008,,,"Deprecated",705420,"C705420 15. Form Editor: Make checkbox, combobox, datetime,list ,radio button, textArea and textField control read only in BL application (Part IV) (TC07-02) ",705419,"2016-09-30T04:03:15.000Z"
52009,,,"Developed",709276,"Show welcome screen, about dialog, help contents for studio installed with eclipse Part 1 (TC01-01)",,"2019-02-01T05:28:36.000Z"
52009,,,"Developed",709277,"Show welcome screen, about dialog, help contents for studio installed with eclipse Part 1 (TC01-02)",709276,"2019-02-01T05:28:37.000Z"
52009,,,"Developed",709278,"Show welcome screen, about dialog, help contents for studio installed with eclipse Part 2 (TC02)",709277,"2019-02-01T05:28:38.000Z"
52009,,,"Developed",709279,"Publish process using menu option, using icon in tool bar and using shortcut key and go to BPM Portal Part 1 (TC03-01)",709278,"2019-02-01T05:28:38.000Z"
52009,,,"Developed",709280,"Publish process using menu option, using icon in tool bar and using shortcut key and go to BPM Portal Part 1 (TC03-02)",709279,"2019-02-01T05:28:39.000Z"
52009,,,"Developed",709281,"Publish process using menu option, using icon in tool bar and using shortcut key and go to BPM Portal Part 2 (TC04)",709280,"2019-02-01T05:28:40.000Z"
52009,,,"Developed",709282,"Change to 'CX Process Setup Simulation' and 'CX Process Run Simulation', 'CX Process BizRules', 'CX Process Designer' perspective in studio installed with eclipse (TC05)",709281,"2019-02-01T05:28:40.000Z"
52009,,,"Developed",709283,"Select license file, Upload license file and Show license details in preferences window in studio installed with eclipse Part 1 (TC06-01)",709282,"2019-02-01T05:28:41.000Z"
52009,,,"Developed",709284,"Select license file, Upload license file and Show license details in preferences window in studio installed with eclipse Part 1 (TC06-02)",709283,"2019-02-01T05:28:41.000Z"
52009,,,"Developed",709285,"Select license file, Upload license file and Show license details in preferences window in studio installed with eclipse Part 2 (TC07)",709284,"2019-02-01T05:28:42.000Z"
52010,,,"Deprecated",709254,"C709254 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 1  (TC01-01)",,"2016-09-30T04:06:32.000Z"
52010,,,"Deprecated",709255,"C709255 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 2  (TC01-02)",709254,"2016-09-30T04:06:32.000Z"
52010,,,"Deprecated",709256,"C709256 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 3  (TC01-03)",709255,"2016-09-30T04:06:32.000Z"
52010,,,"Deprecated",709257,"C709257 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 4  (TC01-04)",709256,"2016-09-30T04:06:32.000Z"
52010,,,"Deprecated",709258,"C709258 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 5  (TC01-05)",709257,"2016-09-30T04:06:32.000Z"
52010,,,"Deprecated",709259,"C709259 Instance Manages: Update Double dataslot values for multiple instances on Management -> Instance Manager -> Instance page Part 6  (TC01-06)",709258,"2016-09-30T04:06:32.000Z"
