"Sequence","Title","Scope","State","Test","TestTitle","Dependency","LastUpdated"
101380,"Admin/Engine - Domain Limit, Import Users, Reindex Mailbox","C1262517	Domain Limit- Set value for maximum message size
C1262519	Domain Limit - Send email with larger than limit in KCC
C1262521	Domain Limit - Verify if the email is returned to the sender with informative message in KCC
C1262654	Domain Limit - Send email with smaller than limit in KCC
C1262708	Domain Limit - Verify if the email is received for small limit in KCC
C1097668	Import users from CSV with Mandatory data
C1287308	Import users from CSV without Mandatory data
C1287309	Import users - Check it doesn't depend on order of columns
C1287317	Import users - Check it is not possible to import already existing users
C1097669	Reindex Mailbox","Developed",1017955,"C1287317 Import users - Check it is not possible to import already existing users",1017954,"2018-12-16T20:24:28.000Z"
101380,"Admin/Engine - Domain Limit, Import Users, Reindex Mailbox","C1262517	Domain Limit- Set value for maximum message size
C1262519	Domain Limit - Send email with larger than limit in KCC
C1262521	Domain Limit - Verify if the email is returned to the sender with informative message in KCC
C1262654	Domain Limit - Send email with smaller than limit in KCC
C1262708	Domain Limit - Verify if the email is received for small limit in KCC
C1097668	Import users from CSV with Mandatory data
C1287308	Import users from CSV without Mandatory data
C1287309	Import users - Check it doesn't depend on order of columns
C1287317	Import users - Check it is not possible to import already existing users
C1097669	Reindex Mailbox","Developed",1017956,"C1097669 Reindex Mailbox",1017955,"2018-12-16T20:24:29.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017970,"C1097672 - Show statistics for one or more selected users (TC01-01)",,"2018-07-22T16:34:54.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017971,"C1097672 - Show statistics for one or more selected users (TC01-02)",1017970,"2018-07-22T16:34:55.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017972,"C1266486 - Export statistics in XML format (TC02)",1017971,"2018-07-22T16:34:56.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017973,"C1266490 - Export statistics in CSV format (TC03)",1017972,"2018-07-22T18:09:53.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017974,"C1097673 - Search (TC04)",1017973,"2018-07-22T16:34:57.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017979,"C1263967 - Users - Create and Publish user information (TC05)",1017974,"2018-07-22T16:34:57.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017980,"C1263968 - Users - Verify user created is automatically added to the public contacts folder (TC06)",1017979,"2018-07-22T16:34:58.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017981,"C1263969 - Users - Edit the Published User (TC07)",1017980,"2018-07-22T16:34:58.000Z"
101382,"Statistics, Search, and Publish User Information","Statistics, Search, and Publish User Information","Developed",1017982,"C1263970 - Users - Check that the feature is only available when adding users, not for editing (TC08)",1017981,"2018-07-22T16:34:59.000Z"
101383,"Shared Public Folders rights","Shared Public Folders rights","Developed",1017938,"C1256444 - Share Public and archive folder rights (TC01-01)",,"2017-10-29T17:39:08.000Z"
101383,"Shared Public Folders rights","Shared Public Folders rights","Developed",1017939,"C1256444 - Share Public and archive folder rights (TC01-02)",1017938,"2017-10-29T17:39:09.000Z"
101383,"Shared Public Folders rights","Shared Public Folders rights","Developed",1017998,"C1256457 - Shared Public Folder rights - Verify if user has Create Folder rights (TC02)",1017939,"2017-10-29T17:39:10.000Z"
101383,"Shared Public Folders rights","Shared Public Folders rights","Developed",1018000,"C1256458 - Shared Public Folder rights - Verify if user has Edit Folder rights (TC03)",1017998,"2017-10-29T17:39:11.000Z"
101383,"Shared Public Folders rights","Shared Public Folders rights","Developed",1018001,"C1256459 - Shared Public Folder rights - Verify if user has Delete Folder rights (TC04)",1018000,"2017-10-29T17:39:12.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017985,"C1263758 Removing Users - Specified number of messages and the size of the user's account is correctly displayed",,"2017-10-29T15:19:08.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017986,"C1263758 Removing Users - Specified number of messages and the size of the user's account is correctly displayed (Part 2)",1017985,"2017-10-29T15:19:09.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017987,"C1263758 Removing Users - Specified number of messages and the size of the user's account is correctly displayed (Part 3)",1017986,"2017-10-29T15:19:10.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017988,"C1263759 Removing users - Verify that you can not delete the current user",1017987,"2017-10-29T15:19:11.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017989,"C1263760 Removing Users - Relocation of its account to another user",1017988,"2017-10-29T15:19:12.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017990,"C1263762 Removing Users - verify that the user account was in the ""store"" left",1017989,"2017-10-29T15:19:13.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017992,"C1263763 Removing Users - verify user created with the same deleted username, messages will be restored",1017990,"2017-10-29T15:19:14.000Z"
101385,"Admin / Engine - Removing Users, Mail Addresses, Send Email To Group","C1263758	Removing Users - Specified number of messages and the size of the user's account is correctly displayed
C1263759	Removing users - Verify that you can not delete the current user
C1263760	Removing Users - Relocation of its account to another user
C1263762	Removing Users - verify that the user account was in the ""store"" left
C1263763	Removing Users - verify user created with the same deleted username, messages will be restored
C1263764	Removing Users - verify that the user account is deleted from the ""Store""
C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group","Developed",1017993,"C1263764 Removing Users - verify that the user account is deleted from the ""Store""",1017992,"2017-10-29T15:19:15.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018095,"Precondition to C1097679: C1097651 - General - Users adding (TC0-03)",1018149,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018096,"C1097679 - Group - Assign No rights (TC1)",1018105,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018097,"C1282224 - Group - No rights - Verify rights of the users (TC2)",1018096,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018098,"C1282227 - Group - Assign Domain only rights (TC3)",1018097,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018099,"C1282228 - Group - Domain rights - Verify rights of the users (TC4)",1018098,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018105,"Precondition to C1097682: C1097677 - Mail addresses - Create group with some email addresses (TC0-04)",1018095,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018148,"Precondition to C1097682: Changing Global Address List (GAL) synchronization interval (TC0-01)",,"2018-11-21T17:51:02.000Z"
101390,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 1)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018149,"Precondition to C1097682: Changing Global Address List (GAL) synchronization interval (TC0-02)",1018148,"2018-11-21T17:51:02.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018070,"C1097677 Mail addresses - Create group with some email addresses",,"2017-10-29T16:22:38.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018071,"C1097677 Mail addresses - Create group with some email addresses (Part 2)",1018070,"2017-10-29T16:22:40.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018072,"C1280278 Mail addresses - Send message in sequence to all email addresses of group",1018071,"2017-10-29T16:22:41.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018073,"C1280300 Mail addresses - Verify that all messages was delivered to all users in the group",1018072,"2017-10-29T16:22:43.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018074,"C1280330 Users - Send Email to the Group",1018073,"2017-10-29T16:22:44.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018075,"C1281037 Mail addresses - Verify that all messages was delivered to all users in the group",1018074,"2017-10-29T16:22:46.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018076,"C1159539 Aliases",1018075,"2017-10-29T16:22:48.000Z"
101397,"Admin / Engine - Mail Addresses, Send Email To Group, Items Recovery, Aliases","C1097677	Mail addresses - Create group with some email addresses
C1280278	Mail addresses - Send message in sequence to all email addresses of group
C1280300	Mail addresses - Verify that all messages was delivered to all users in the group
C1280330	Users - Send Email to the Group
C1281037	Mail addresses - Verify that all messages was delivered to all users in the group
C1159539	Aliases","Developed",1018077,"C1159539 Aliases (Part 2)",1018076,"2018-03-18T05:37:01.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018079,"C1256299 - Send more messages to user and watch progress-bar in quota dialog (TC01-01)",,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018080,"C1256299 - Send more messages to user and watch progress-bar in quota dialog (TC01-02)",1018079,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018081,"C1256299 - Send more messages to user and watch progress-bar in quota dialog (TC01-03)",1018080,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018082,"C1256299 - Send more messages to user and watch progress-bar in quota dialog (TC01-04)",1018081,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018083,"C1256318 - Verify informative message is sent after specified quota is filled over (TC02-01)",1018082,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018084,"C1256318 - Verify informative message is sent after specified quota is filled over (TC02-02)",1018083,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018085,"C1256327 - Verify message sent to account with overrun quota is returned to the sender with temporarily error (TC03-01)",1018084,"2018-10-15T14:26:46.000Z"
101398,"Working with quota","Working with quota","Deprecated",1018086,"C1256327 - Verify message sent to account with overrun quota is returned to the sender with temporarily error (TC03-02)",1018085,"2018-10-15T14:26:46.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018238,"Precondition to C1097682: Changing Global Address List (GAL) synchronization interval (TC0-01)",,"2018-04-18T16:56:56.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018239,"Precondition to C1097682: Changing Global Address List (GAL) synchronization interval (TC0-02)",1018238,"2018-04-21T15:09:00.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018240,"Precondition to C1097679: C1097651 - General - Users adding (TC0-03)",1018239,"2018-04-18T16:56:58.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018241,"Precondition to C1097682: C1097677 - Mail addresses - Create group with some email addresses (TC0-04)",1018240,"2018-04-18T16:56:58.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018242,"C1285167 - Group - Assign whole server read only rights (TC1)",1018241,"2018-04-18T16:56:59.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018243,"C1285178 - Group - Whole Server read - Verify rights of the users (TC2)",1018242,"2018-04-18T16:57:00.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018244,"C1285180 - Group - Assign whole server read and write rights (TC3)",1018243,"2018-04-18T16:57:01.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018245,"C1285187 - Group - Whole Server read and write - Verify rights of the users (TC4)",1018244,"2018-04-18T16:57:01.000Z"
101410,"Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search (Part 2)","Group - No rights, Domain rights, Whole server read/write rights, Users' rights, Group search","Developed",1018246,"C1097682 - Group Search (TC5)",1018245,"2018-04-18T16:57:02.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018382,"C1097685 - Aliases - Create alias and address to user using select button (TC01-01)",,"2017-11-06T14:15:34.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018383,"C1097685 - Aliases - Create alias and address to user using select button (TC01-02)",1018382,"2017-11-06T14:15:35.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018384,"C1285258 - Aliases - Send Email to alias address (TC02)",1018383,"2017-11-06T14:15:35.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018385,"C1285442 - Aliases - Verify email was delivered on destination address (TC03)",1018384,"2017-11-06T14:15:36.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018387,"C1097688 - Basic operations - Create a mailing list with moderators and members (TC05)",1018388,"2017-11-06T14:15:37.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018388,"C1097686 - Aliases - Check addresses (TC04)",1018385,"2017-11-06T14:15:37.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018389,"C1285503 - Basic operations - Send email into Mailing list (TC06)",1018387,"2017-11-06T14:15:38.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018390,"C1285508 - Basic operations - Verify if email received by members of mailing list (TC07)",1018389,"2017-11-06T14:15:39.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018391,"C1097689 - Create a new mailing list and choose language (TC08)",1018390,"2017-11-06T14:15:40.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018392,"C1285524 - Subscribe to mailing list and Verify informative messages are in selected language (TC09)",1018391,"2018-02-04T15:25:23.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018406,"C1285525 - Send Help email to mailing list and Verify informative messages are in selected language (TC10)",1018392,"2018-02-04T15:25:39.000Z"
101420,"Aliases, Basic operations, Mailing lists","Aliases, Basic operations, Mailing lists","Developed",1018407,"C1285527 - Subscribe to mailing list and Verify informative messages are in selected language (TC11)",1018406,"2018-02-04T15:25:51.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018579,"Preconditions: Create Users, Profiles (TC0)",,"2018-07-22T10:53:40.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018582,"C1097690 - Comments - Create a new mailing list and add some text into the both comment fields. (TC01)",1018579,"2018-07-22T10:53:41.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018583,"C1285528 - Comments - Subscribe to the mailing list and verify attached informative text is correct. (TC02)",1018582,"2018-07-22T10:53:42.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018640,"C1285529 - Comments - Send email to the mailing list and verify attached informative text is correct. (TC03)",1018583,"2018-07-22T16:13:40.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018642,"C1097691 - Create mailing list with moderators and check these subscription policy as Allowed. (TC04)",1018640,"2018-07-22T10:53:43.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018643,"C1287324 - Send subscription email and Verify if User receive informative email about his request. (TC05)",1018642,"2018-07-22T10:53:44.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018644,"C1287326 - Verify User Subscribed is in mailing list. (TC06)",1018643,"2018-07-22T10:53:44.000Z"
101437,"Mailing List - Create, Subscribe, Send Email, Moderators","Mailing List - Create, Subscribe, Send Email, Moderators","Developed",1018645,"C1287327 - Verify all moderators receive informative message about user subscription. (TC07)",1018644,"2018-07-22T10:53:45.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018647,"C1287372 - Verify user receives informative message after Subscription is accepted (TC01)",1018663,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018648,"C1287636 - Verify User Subscribed is in mailing list (TC02)",1018647,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018649,"C1287376 - Deny Subscription request (TC08)",1018671,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018650,"C1287570 - Verify user receives informative message after Subscription is denied (TC09)",1018649,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018651,"C1287572 - Send Unsubscription email (TC03)",1018648,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018652,"C1287338 - Verify all moderators receive informative message about user Unsubscription (TC04)",1018651,"2018-10-15T14:27:09.000Z"
101441,"Verify user Subscription","C1287372	Verify user receives informative message after Subscription is accepted
C1287636	Verify User Subscribed is in mailing list
C1287376	Deny Subscription request
C1287570	Verify user receives informative message after Subscription is denied
C1287572	Send Unsubscription email
C1287338	Verify all moderators receive informative message about user Unsubscription
C1287646	Verify User Unsubscribed is removed from mailing list
C1287631	Change Subscription policy as Denied
C1287632	Send subscription email and verify if user received Subscription rejected email","Deprecated",1018653,"C1287646 - Verify User Unsubscribed is removed from mailing list (TC05)",1018652,"2018-10-15T14:27:09.000Z"
